[2025-11-28 06:54:04] HTTP Request | Context: {"method":"GET","uri":"\/api\/cuts","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"Cache-Control":["max-age=0"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"sec-ch-ua-mobile":["?0"],"sec-ch-ua-platform":["\"macOS\""],"Upgrade-Insecure-Requests":["1"],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"Accept":["text\/html,application\/xhtml+xml,application\/xml;q=0.9,image\/avif,image\/webp,image\/apng,*\/*;q=0.8,application\/signed-exchange;v=b3;q=0.7"],"Sec-Fetch-Site":["none"],"Sec-Fetch-Mode":["navigate"],"Sec-Fetch-User":["?1"],"Sec-Fetch-Dest":["document"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"],"Cookie":["_ga=GA1.1.447163533.1739856812; _ga_WYG8BS6J2R=GS2.1.s1746536500$o23$g0$t1746536500$j0$l0$h0"]},"body":null}
[2025-11-28 06:54:16] Request processed | Context: {"execution_time":"0.0077481269836426s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:16] HTTP Request | Context: {"method":"GET","uri":"\/api\/flavours","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":null}
[2025-11-28 06:54:16] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
[2025-11-28 06:54:16] Request processed | Context: {"execution_time":"0.0056838989257812s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:16] HTTP Request | Context: {"method":"GET","uri":"\/api\/cuts","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":null}
[2025-11-28 06:54:16] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
[2025-11-28 06:54:16] Request processed | Context: {"execution_time":"0.0025539398193359s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:16] HTTP Request | Context: {"method":"GET","uri":"\/api\/protein\/2","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":null}
[2025-11-28 06:54:16] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
[2025-11-28 06:54:16] Request processed | Context: {"execution_time":"0.0059659481048584s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:16] HTTP Request | Context: {"method":"GET","uri":"\/api\/flavours","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":null}
[2025-11-28 06:54:16] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
[2025-11-28 06:54:16] Request processed | Context: {"execution_time":"0.0021109580993652s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:16] HTTP Request | Context: {"method":"GET","uri":"\/api\/cuts","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":null}
[2025-11-28 06:54:16] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
[2025-11-28 06:54:16] Request processed | Context: {"execution_time":"0.0045111179351807s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:26] HTTP Request | Context: {"method":"DELETE","uri":"\/api\/protein\/2\/flavours","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"Content-Length":["16"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"Content-Type":["application\/json"],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":{"flavour_id":3}}
[2025-11-28 06:54:26] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
[2025-11-28 06:54:26] Request processed | Context: {"execution_time":"0.010362863540649s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:28] HTTP Request | Context: {"method":"DELETE","uri":"\/api\/protein\/2\/flavours","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"Content-Length":["16"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"Content-Type":["application\/json"],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":{"flavour_id":2}}
[2025-11-28 06:54:28] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
[2025-11-28 06:54:28] Request processed | Context: {"execution_time":"0.019129037857056s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:30] HTTP Request | Context: {"method":"DELETE","uri":"\/api\/protein\/2\/flavours","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"Content-Length":["16"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"Content-Type":["application\/json"],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":{"flavour_id":1}}
[2025-11-28 06:54:30] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
[2025-11-28 06:54:30] Request processed | Context: {"execution_time":"0.016384840011597s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:34] HTTP Request | Context: {"method":"GET","uri":"\/api\/cuts","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":null}
[2025-11-28 06:54:34] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
[2025-11-28 06:54:34] Request processed | Context: {"execution_time":"0.0073990821838379s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:34] HTTP Request | Context: {"method":"GET","uri":"\/api\/cuts","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":null}
[2025-11-28 06:54:35] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
[2025-11-28 06:54:35] Request processed | Context: {"execution_time":"0.0036342144012451s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:39] HTTP Request | Context: {"method":"GET","uri":"\/api\/protein","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":null}
[2025-11-28 06:54:39] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
[2025-11-28 06:54:39] Request processed | Context: {"execution_time":"0.0031681060791016s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:39] HTTP Request | Context: {"method":"GET","uri":"\/api\/protein","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":null}
[2025-11-28 06:54:39] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
[2025-11-28 06:54:39] Request processed | Context: {"execution_time":"0.003101110458374s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:40] HTTP Request | Context: {"method":"GET","uri":"\/api\/protein\/2","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":null}
[2025-11-28 06:54:40] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
[2025-11-28 06:54:40] Request processed | Context: {"execution_time":"0.0085728168487549s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:40] HTTP Request | Context: {"method":"GET","uri":"\/api\/flavours","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":null}
[2025-11-28 06:54:40] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
[2025-11-28 06:54:40] Request processed | Context: {"execution_time":"0.0033638477325439s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:40] HTTP Request | Context: {"method":"GET","uri":"\/api\/cuts","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":null}
[2025-11-28 06:54:40] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
[2025-11-28 06:54:40] Request processed | Context: {"execution_time":"0.0034689903259277s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:40] HTTP Request | Context: {"method":"GET","uri":"\/api\/protein\/2","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":null}
[2025-11-28 06:54:40] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
[2025-11-28 06:54:40] Request processed | Context: {"execution_time":"0.0053160190582275s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:40] HTTP Request | Context: {"method":"GET","uri":"\/api\/flavours","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":null}
[2025-11-28 06:54:40] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
[2025-11-28 06:54:40] Request processed | Context: {"execution_time":"0.0030488967895508s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:40] HTTP Request | Context: {"method":"GET","uri":"\/api\/cuts","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":null}
[2025-11-28 06:54:40] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
[2025-11-28 06:54:40] Request processed | Context: {"execution_time":"0.003209114074707s","memory_usage":"2097152 bytes","peak_memory":"2097152 bytes"}
[2025-11-28 06:54:45] HTTP Request | Context: {"method":"GET","uri":"\/api\/protein","query":[],"headers":{"Host":["localhost"],"Connection":["keep-alive"],"sec-ch-ua-platform":["\"macOS\""],"User-Agent":["Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/142.0.0.0 Safari\/537.36"],"sec-ch-ua":["\"Chromium\";v=\"142\", \"Google Chrome\";v=\"142\", \"Not_A Brand\";v=\"99\""],"sec-ch-ua-mobile":["?0"],"Accept":["*\/*"],"Origin":["http:\/\/localhost:5173"],"Sec-Fetch-Site":["same-site"],"Sec-Fetch-Mode":["cors"],"Sec-Fetch-Dest":["empty"],"Referer":["http:\/\/localhost:5173\/"],"Accept-Encoding":["gzip, deflate, br, zstd"],"Accept-Language":["en-GB,en-US;q=0.9,en;q=0.8"]},"body":null}
[2025-11-28 06:54:45] HTTP Response | Context: {"status":200,"headers":{"Content-Type":["application\/json"]}}
